Price,Brand,Model,Edition,Year,Condition,Transmission,Body,Fuel,Capacity,Mileage
"2,600,000",Nissan,Bluebird,eprise,2000,Used,Manual,Saloon,Diesel,"1,800 cc","25,000 km"
"2,140,000",Tata,Indica,Indica,2015,Used,Manual,Hatchback,Petrol,"1,290 cc","76,000 km"
"14,500,000",Toyota,CHR,GT Turbo NGX10,2018,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc","7,900 km"
"12,250,000",Mitsubishi,Shogun,Sport,2004,Used,Manual,SUV / 4x4,Diesel,"2,500 cc","144,000 km"
"8,750,000",Mitsubishi,Montero,Mitsubishi,2004,Used,Automatic,SUV / 4x4,Petrol,"3,500 cc","165,000 km"
"9,150,000",Toyota,Allion,-,2010,Used,Automatic,Saloon,Petrol,"1,500 cc","121,000 km"
"2,375,000",Tata,Indica,tata,2015,Used,Manual,Hatchback,Petrol,"1,200 cc","71,000 km"
"13,500,000",Toyota,CHR,GT Turbo,2017,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc","59,000 km"
"3,675,000",Toyota,Cami,jeep 4Ã4,2000,Used,Manual,SUV / 4x4,Petrol,"1,300 cc","120,000 km"
"8,200,000",Toyota,Other Model,Noah,2009,Reconditioned,Automatic,MPV,Petrol,"2,000 cc","87,000 km"
"7,150,000",Honda,Fit,GP 5 S,2014,Used,Automatic,Hatchback,Hybrid,"1,490 cc","105,000 km"
"17,500,000",Toyota,Premio,G Superior,2017,Used,Automatic,Saloon,Petrol,"1,500 cc","35,000 km"
"3,790,000",Subaru,Impreza,Impreza,2000,Used,Automatic,Hatchback,Petrol,"1,500 cc","138,000 km"
"34,000,000",Audi,Q3,SLINE VOPRUNG,2019,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc","17,500 km"
"14,500,000",Audi,Q2,Audi,2017,Used,Tiptronic,SUV / 4x4,Petrol,"1,000 cc","58,000 km"
"18,500,000",Toyota,Premio,G Superior,2018,Used,Automatic,Saloon,Petrol,"1,500 cc","32,000 km"
"55,000,000",Toyota,Land Cruiser Sahara,ZX V8 Bruno Cross,2014,Used,Automatic,SUV / 4x4,Petrol,"4,200 cc","53,750 km"
"14,200,000",Honda,Civic,SEDAN EX TECH PACK,2018,Used,Automatic,Saloon,Petrol,"1,000 cc","8,500 km"
"28,300,000",Mercedes Benz,CLA 200,White CLA 200,2019,Used,Automatic,Saloon,Petrol,"1,300 cc","9,000 km"
"4,675,000",Toyota,Vios,2004,2004,Used,Automatic,Saloon,Petrol,"1,500 cc","114,000 km"
"5,075,000",Honda,Fit,GP 1,2013,Used,Tiptronic,Hatchback,Petrol,"1,330 cc","130,000 km"
"38,500,000",BMW,X5 M,2015,2015,Used,Tiptronic,SUV / 4x4,Diesel,"2,000 cc","59,000 km"
"5,500,000",Suzuki,Wagon R FX,Suzuki,2017,New,Automatic,Station wagon,Petrol,660 cc,0 km
"7,800,000",Toyota,Vios,Limited Edition,2012,Used,Automatic,Saloon,Petrol,"1,500 cc","71,000 km"
"6,780,000",Toyota,Prius,S Led,2012,Used,Automatic,Hatchback,Petrol,"1,850 cc","147,205 km"
"7,600,000",Honda,Vezel,Z Grade,2014,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc","90,000 km"
"5,700,000",Suzuki,Wagon R FZ,Suzuki,2017,Used,Automatic,Hatchback,Petrol,650 cc,"28,000 km"
"7,790,000",Toyota,Roomy,Roomy Safety 2020,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","35,874 km"
"67,500,000",Land Rover,Range Rover Sport,2019,2019,Used,Automatic,SUV / 4x4,Diesel,"2,000 cc","5,600 km"
"4,500,000",Suzuki,Wagon R,FX,2017,Used,Automatic,Hatchback,Petrol,650 cc,"60,000 km"
"29,000,000",Peugeot,3008,Metallic Copper,2019,Used,Tiptronic,SUV / 4x4,Petrol,"1,200 cc","42,000 km"
"27,500,000",Audi,A4,S Line 4 Kitted,2018,Used,Automatic,Saloon,Petrol,"1,400 cc","18,000 km"
"21,500,000",Mercedes Benz,C300,Bluetech Diesel,2014,Used,Automatic,Saloon,Diesel,"2,000 cc","42,000 km"
"11,500,000",Toyota,Axio,G / Chrome Grill,2017,Used,Automatic,Saloon,Hybrid,"1,200 cc","20,800 km"
"5,800,000",Suzuki,Wagon R FZ,Safety,2017,Used,Automatic,Hatchback,Petrol,650 cc,"29,000 km"
"6,700,000",Toyota,Avanza,2012,2012,Used,Automatic,MPV,Petrol,"1,300 cc","98,000 km"
"3,950,000",Suzuki,Swift,Japan,2004,Used,Automatic,Hatchback,Petrol,"1,300 cc","150,000 km"
"15,000,000",Toyota,Premio,Toyato,2016,Used,Automatic,Saloon,Petrol,"1,500 cc","40,200 km"
"19,800,000",Kia,Sorento,Diesel 1-20 CRDI,2015,Used,Automatic,SUV / 4x4,Diesel,"2,200 cc","129,000 km"
"2,650,000",Nissan,March,altoK11 Auto,2002,Used,Automatic,Hatchback,Petrol,"1,000 cc","140,000 km"
"3,260,000",Nissan,Sunny,B-15,2000,Used,Automatic,Saloon,Petrol,"1,290 cc","176,400 km"
"8,300,000",Toyota,Allion,260,2010,Used,Automatic,Saloon,Petrol,"1,500 cc","115,803 km"
"30,750,000",Toyota,Land Cruiser Prado,Prado 150,2015,Used,Manual,SUV / 4x4,Diesel,"3,000 cc","71,000 km"
"7,550,000",Honda,Vezel,Orange Package,2014,Used,Automatic,Station wagon,Petrol,"1,500 cc","49,200 km"
"54,500,000",Toyota,Land Cruiser Prado,TX 150 Diesel,2018,Used,Tiptronic,SUV / 4x4,Diesel,"3,000 cc","46,940 km"
"4,975,000",Suzuki,Spacia,2017,2017,Used,Automatic,Hatchback,Hybrid,650 cc,"27,900 km"
"13,900,000",Audi,A3,Sportback,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","21,906 km"
"9,475,000",Nissan,X-Trail,Hybrid,2015,Used,Automatic,SUV / 4x4,Petrol,"1,990 cc","62,180 km"
"12,490,000",Toyota,Axio,2017,2017,Used,Automatic,Saloon,Hybrid,"1,500 cc","67,000 km"
"12,000,000",Honda,Vezel,Sensing,2017,Used,Automatic,SUV / 4x4,Hybrid,"1,490 cc","49,000 km"
"10,675,000",Kia,Sportage,AWD,2012,Used,Tiptronic,SUV / 4x4,Diesel,"1,995 cc","98,000 km"
"6,030,000",Suzuki,Wagon R Stingray,R Stingray 2018,2018,Used,Automatic,Hatchback,Hybrid,650 cc,"58,000 km"
"19,800,000",BMW,318i,Luxury Line,2016,Used,Tiptronic,Saloon,Petrol,"1,500 cc","30,000 km"
"54,000,000",BMW,740Le,Long Wheel,2017,Used,Automatic,Saloon,Petrol,"2,000 cc","14,990 km"
"8,500,000",Toyota,Axio,G Grade,2016,Used,Automatic,Saloon,Hybrid,"1,500 cc","35,000 km"
"37,500,000",Toyota,Land Cruiser Sahara,V8 ZX 202,2010,Used,Automatic,SUV / 4x4,Petrol,"4,600 cc","83,000 km"
"17,400,000",Honda,CRV,Honda,2018,Used,Tiptronic,SUV / 4x4,Petrol,"1,500 cc","67,225 km"
"3,250,000",Alfa Romeo,Other Model,T156,2001,Used,Manual,Saloon,Petrol,"2,000 cc","195,000 km"
"19,800,000",Toyota,Hilux,G Revo,2017,Used,Automatic,SUV / 4x4,Diesel,"2,800 cc","67,000 km"
"7,100,000",Honda,Fit,GP5,2015,Used,Automatic,Hatchback,Petrol,"1,500 cc","101,000 km"
"7,300,000",Ford,Ecosport,1.5,2015,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc","68,000 km"
"43,500,000",BMW,740e,Full Spec,2017,Used,Tiptronic,Saloon,Petrol,"2,000 cc","12,000 km"
"19,500,000",Audi,Q2,S Line Anni Edition,2019,Used,Automatic,SUV / 4x4,Petrol,"1,000 cc","6,000 km"
"1,675,000",Nissan,AD Wagon,(used),1991,Used,Manual,Station wagon,Diesel,"1,680 cc","260,000 km"
"8,125,000",Toyota,Prius,S Grade,2012,Used,Automatic,Saloon,Hybrid,"1,800 cc","79,000 km"
"6,720,000",Toyota,Vitz,KSP 130,2015,Used,Automatic,Hatchback,Petrol,990 cc,"57,750 km"
"15,800,000",Mitsubishi,Montero,Sport,2012,Used,Automatic,SUV / 4x4,Diesel,"2,500 cc","135,000 km"
"9,850,000",Toyota,Axio,Unregisterd,2015,Reconditioned,Automatic,Saloon,Hybrid,"1,500 cc","17,000 km"
"3,685,000",Toyota,Corolla,AE110 L GRADE AUTO,1997,Used,Automatic,Saloon,Petrol,"1,500 cc","165,000 km"
"725,000",Toyota,Corolla,Dx Wagon,1984,Used,Manual,Station wagon,Petrol,"1,300 cc","120,000 km"
"2,575,000",Zotye,Nomad,SUV,2012,Used,Manual,SUV / 4x4,Petrol,"1,300 cc","59,000 km"
"13,500,000",DFSK,Glory,i Auto,2021,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc",90 km
"4,575,000",Nissan,Sylphy,SYLPHY FG10 AUTO,2004,Used,Automatic,Saloon,Petrol,"1,500 cc","130,000 km"
"16,800,000",Mitsubishi,Montero,Diesel 3.2 V78W,2006,Used,Automatic,SUV / 4x4,Diesel,"3,200 cc","141,000 km"
"18,290,000",Audi,A3,S Line,2018,Used,Automatic,Hatchback,Petrol,990 cc,"34,000 km"
"8,325,000",Suzuki,Swift,Turbo,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","24,800 km"
"13,500,000",Honda,Vezel,Sensing,2019,Used,Tiptronic,MPV,Petrol,"1,500 cc","21,000 km"
"57,500,000",Toyota,Land Cruiser Sahara,V8,2017,Used,Tiptronic,SUV / 4x4,Petrol,"4,600 cc","47,000 km"
"13,500,000",Nissan,X-Trail,Unregistered,2016,New,Tiptronic,MPV,Petrol,"2,000 cc",0 km
"1,425,000",Suzuki,Maruti,Car,2004,Used,Manual,Hatchback,Petrol,800 cc,"82,000 km"
"19,700,000",Mitsubishi,Montero,Montero 2007,2007,Used,Tiptronic,SUV / 4x4,Diesel,"2,800 cc","169,000 km"
"35,500,000",Land Rover,Discovery,Discovery 4,2015,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","36,800 km"
"4,950,000",Suzuki,Hustler,J Style,2016,Used,Automatic,Hatchback,Hybrid,660 cc,"95,000 km"
"11,650,000",Toyota,Premio,G superior,2013,Used,Automatic,Saloon,Petrol,"1,500 cc","87,000 km"
"18,000,000",BMW,X3,Xdrive,2013,Used,Automatic,SUV / 4x4,Diesel,"2,000 cc","88,000 km"
"12,850,000",Toyota,CHR,NGX10,2018,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc","28,000 km"
"12,200,000",Toyota,Axio,WXB,2017,Used,Automatic,Saloon,Hybrid,"1,500 cc","65,000 km"
"75,500,000",Land Rover,Range Rover,Autobiography,2019,Used,Tiptronic,SUV / 4x4,Petrol,"2,000 cc","8,000 km"
"95,500,000",Land Rover,Range Rover,LWB Autobiography,2019,Used,Tiptronic,SUV / 4x4,Petrol,"2,000 cc","6,500 km"
"5,950,000",Toyota,Prius,no,2010,Used,Automatic,Saloon,Petrol,"1,790 cc","111,000 km"
"10,900,000",Hyundai,Venue,SX Turbo,2019,Used,Automatic,SUV / 4x4,Petrol,"1,000 cc","15,000 km"
"5,400,000",Toyota,Aqua,S Grade,2012,Used,Automatic,Hatchback,Hybrid,"1,500 cc","190,000 km"
"3,750,000",Suzuki,Escudo,Diesel,1997,Used,Automatic,SUV / 4x4,Diesel,"2,000 cc","165,000 km"
"18,000,000",Audi,A3,SLINE FULL SPEC,2019,Used,Automatic,Saloon,Petrol,"1,000 cc","17,500 km"
"2,575,000",Suzuki,Alto,K 10,2012,Used,Manual,Hatchback,Petrol,"1,000 cc","85,000 km"
"10,775,000",Toyota,Allion,260 G Grade,2014,Used,Automatic,Saloon,Petrol,"1,500 cc","135,000 km"
"2,850,000",Mahindra,Scorpio,Single CAB,2009,Used,Manual,SUV / 4x4,Diesel,"2,500 cc","45,000 km"
"2,300,000",Nissan,Leaf,AZEO Model,2013,Used,Automatic,Hatchback,Electric,70 cc,"90,000 km"
"15,500,000",Mitsubishi,Montero,GLS,2012,Used,Tiptronic,SUV / 4x4,Petrol,"3,000 cc","167,000 km"
"9,200,000",Toyota,Vitz,Safety edition,2019,Used,Automatic,Hatchback,Petrol,"1,000 cc","15,000 km"
"3,085,000",Suzuki,Swift,Manual,2006,Used,Manual,Hatchback,Petrol,"1,280 cc","91,458 km"
"15,800,000",Toyota,Land Cruiser Sahara,Cygnus V8 LX470,2001,Used,Automatic,SUV / 4x4,Petrol,"4,700 cc","163,000 km"
"7,900,000",Toyota,Axio,Toyota,2014,Used,Automatic,Saloon,Petrol,"1,500 cc","134,580 km"
"43,000,000",Toyota,Land Cruiser Prado,Car,2017,Used,Automatic,SUV / 4x4,Petrol,"2,690 cc","30,000 km"
"16,000,000",Toyota,Land Cruiser Prado,GX,2007,Used,Manual,SUV / 4x4,Diesel,"2,982 cc","430,000 km"
"6,490,000",Honda,Insight,ZE 2 Auto Hybrid,2013,Used,Automatic,Saloon,Hybrid,"1,000 cc","130,000 km"
"6,750,000",Toyota,Corolla,141,2008,Used,Automatic,Saloon,Petrol,"1,600 cc","125,000 km"
"2,300,000",Nissan,March,K11,1995,Used,Manual,Hatchback,Petrol,"1,000 cc","170,000 km"
"1,750,000",Suzuki,Zen,2005,2005,Used,Manual,Hatchback,Petrol,"1,000 cc","155,000 km"
"11,490,000",BMW,X1,X1,2011,Used,Automatic,SUV / 4x4,Diesel,"2,000 cc","102,000 km"
"11,200,000",Toyota,Axio,2018 NEW FACE AXIO,2018,Used,Automatic,Saloon,Hybrid,"1,500 cc","34,000 km"
"2,730,000",Toyota,Corolla,110,1996,Used,Automatic,Saloon,Diesel,"2,000 cc","247,000 km"
"3,350,000",Mazda,Familia,BJ5P,2004,Used,Automatic,Saloon,Petrol,"1,500 cc","137,000 km"
"10,000,000",Nissan,Navara,Frontier,2016,Used,Manual,SUV / 4x4,Diesel,"2,500 cc","76,000 km"
"8,900,000",Toyota,Axio,G Grade,2014,Used,Automatic,Saloon,Petrol,"1,490 cc","98,630 km"
"5,850,000",Honda,N-Box,custom,2016,Used,Automatic,Hatchback,Petrol,650 cc,"23,000 km"
"3,885,000",Daihatsu,Boon,Auto Japan,2007,Used,Automatic,Hatchback,Petrol,"1,000 cc","93,260 km"
"620,000",Toyota,Starlet,-,1983,Used,Manual,SUV / 4x4,Petrol,"1,500 cc","150,000 km"
"3,295,000",Perodua,Viva Elite,AUTO,2010,Used,Automatic,Hatchback,Petrol,"1,000 cc","64,520 km"
"5,600,000",Suzuki,Wagon R,Stingray,2018,Used,Automatic,Hatchback,Petrol,650 cc,"24,000 km"
"2,350,000",Nissan,Sunny,"B14, EX Saloon",1995,Used,Automatic,Saloon,Petrol,"1,300 cc","160,000 km"
"585,000",Suzuki,Maruti,1981,1981,Used,Manual,Hatchback,Petrol,800 cc,"186,632 km"
"7,690,000",Toyota,Aqua,Xurban,2015,Used,Automatic,Hatchback,Hybrid,"1,500 cc","93,000 km"
"8,900,000",Toyota,Axio,car,2015,Used,Automatic,Saloon,Petrol,"1,490 cc","127,000 km"
"15,300,000",Mitsubishi,Outlander,PHV Premium Plus,2016,Used,Automatic,SUV / 4x4,Hybrid,"2,000 cc","91,000 km"
"7,300,000",Toyota,Prius,Toyota,2013,Used,Automatic,Saloon,Hybrid,"1,800 cc","87,000 km"
"7,850,000",Toyota,Prius,S Led,2012,Used,Automatic,Saloon,Hybrid,"1,800 cc","92,000 km"
"6,000,000",Suzuki,Wagon R Stingray,Suzuki,2018,Used,Automatic,Hatchback,Hybrid,660 cc,"44,700 km"
"15,600,000",Toyota,Land Cruiser Prado,Box LC76,2008,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","205,000 km"
"6,975,000",Toyota,Yaris,2012,2012,Used,Automatic,Saloon,Petrol,"1,300 cc","88,000 km"
"6,850,000",Toyota,Rush,G Grade,2007,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc","91,000 km"
"5,675,000",Toyota,Aqua,G Grade,2012,Used,Automatic,Hatchback,Hybrid,"1,500 cc","112,000 km"
"12,500,000",Toyota,CHR,GT NGX50 Two Tone,2017,Used,Tiptronic,SUV / 4x4,Petrol,"1,200 cc","39,000 km"
"6,170,000",Toyota,Aqua,s-grade,2013,Used,Automatic,Hatchback,Hybrid,"1,490 cc","72,000 km"
"15,500,000",Mitsubishi,Eclipse Cross,Highest Spec G Plus,2018,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc","17,000 km"
"5,975,000",Honda,Fit,GP1 2014,2014,Used,Automatic,Saloon,Petrol,"1,300 cc","60,000 km"
"5,300,000",Honda,Fit,Honda fit GP1 2013,2013,Used,Automatic,Hatchback,Hybrid,"1,300 cc","56,150 km"
"9,300,000",Toyota,Axio,Toyota Axio Hybrid,2015,Used,Automatic,Saloon,Hybrid,"1,500 cc","137,408 km"
"60,500,000",Land Rover,Range Rover,HSE Urban Diesel,2018,Used,Tiptronic,SUV / 4x4,Diesel,"2,000 cc","12,500 km"
"11,070,000",Honda,Vezel,Sensing,2017,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc","74,000 km"
"23,000,000",Honda,CRV,V-TIL,2018,Reconditioned,Automatic,SUV / 4x4,Petrol,"1,500 cc","5,000 km"
"45,800,000",Toyota,Land Cruiser Prado,Toyota,2015,Used,Tiptronic,SUV / 4x4,Diesel,"3,000 cc","51,000 km"
"60,500,000",Mercedes Benz,GLE 300D,AMG PREMIUM PLUS,2019,Used,Tiptronic,SUV / 4x4,Diesel,"2,000 cc","12,500 km"
"7,950,000",Toyota,Vitz,Edition 2,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","20,000 km"
"13,900,000",Audi,A4,FACELIFT,2013,Used,Automatic,Saloon,Diesel,"2,000 cc","65,000 km"
"5,500,000",Suzuki,Wagon R,FX Safety Package,2019,Used,Automatic,Hatchback,Petrol,650 cc,"44,825 km"
"23,200,000",Toyota,Land Cruiser Prado,2012 Fully Loaded,2010,Used,Automatic,SUV / 4x4,Petrol,"2,700 cc","129,500 km"
"15,200,000",Mitsubishi,Xpander,Xpander Cross,2020,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc","5,500 km"
"42,500,000",Land Rover,Discovery,5 S 3000cc Diesel,2017,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","70,000 km"
"17,250,000",Audi,A3,TFSI S-Line,2018,Used,Tiptronic,Saloon,Petrol,"1,000 cc","5,500 km"
"3,350,000",Volkswagen,Passat,2002/1.8T,2002,Used,Tiptronic,Saloon,Petrol,"1,800 cc","136,000 km"
"4,875,000",Toyota,Vitz,8 Airbags,2008,Used,Automatic,Hatchback,Petrol,"1,000 cc","96,000 km"
"4,310,000",Suzuki,Wagon R FZ,FZ 2014,2014,Used,Automatic,Hatchback,Hybrid,660 cc,"99,500 km"
"8,050,000",Toyota,Axio,Axio Hybrid X Grade,2014,Used,Automatic,Saloon,Hybrid,"1,500 cc","95,000 km"
"4,750,000",Suzuki,Wagon R FX,Suzuki,2017,Used,Automatic,Hatchback,Hybrid,650 cc,"70,000 km"
"3,435,000",Nissan,Sunny,super saloon N16,2000,Used,Automatic,Saloon,Petrol,"1,590 cc","152,000 km"
"11,200,000",Mitsubishi,Montero,Montero V6,2004,Used,Automatic,SUV / 4x4,Petrol,"3,000 cc","150,000 km"
"3,750,000",Maruti Suzuki,Other Model,Ritz BXI,2012,Used,Manual,Hatchback,Petrol,"1,200 cc","150,000 km"
"4,500,000",Jeep,Grand Cherokee,Limited V8,2004,Used,Automatic,SUV / 4x4,Petrol,"4,900 cc","116,000 km"
"31,500,000",Mercedes Benz,CLA 200,Premium Plus,2020,Used,Automatic,Saloon,Petrol,"1,332 cc","8,000 km"
"2,675,000",Renault,KWID,2016,2016,Used,Manual,Hatchback,Petrol,800 cc,"76,000 km"
"9,875,000",Mitsubishi,Montero,V46,1998,Used,Automatic,SUV / 4x4,Diesel,"2,800 cc","180,000 km"
"10,500,000",Honda,Vezel,Sensing,2017,Used,Automatic,SUV / 4x4,Hybrid,"1,500 cc","37,000 km"
"11,350,000",Kia,Sorento,Kia,2012,Used,Automatic,SUV / 4x4,Diesel,"2,200 cc","148,000 km"
"11,650,000",Toyota,Land Cruiser Prado,Prado 95 Diesel 2002,2002,Used,Manual,SUV / 4x4,Diesel,"2,800 cc","190,000 km"
"7,550,000",Toyota,Axio,Axio X Limited 2015,2015,Used,Automatic,Saloon,Hybrid,"1,500 cc","113,400 km"
"6,750,000",Toyota,Prius,ZVW30,2012,Used,Automatic,Station wagon,Hybrid,"1,800 cc","85,000 km"
"70,500,000",Land Rover,Range Rover,Vogue SE,2018,Used,Tiptronic,SUV / 4x4,Petrol,"2,000 cc","10,000 km"
"6,150,000",Suzuki,Wagon R Stingray,Turbo,2018,Used,Automatic,Hatchback,Hybrid,650 cc,"22,000 km"
"3,790,000",Daihatsu,Hijet,Auto,2010,Used,Automatic,SUV / 4x4,Petrol,650 cc,"152,000 km"
"6,875,000",Micro,Kyron,SsanYong,2012,Used,Tiptronic,SUV / 4x4,Diesel,"2,000 cc","110,000 km"
"8,850,000",Toyota,Vitz,Edition 3,2019,Used,Automatic,Hatchback,Petrol,"1,000 cc","23,000 km"
"13,850,000",Toyota,Axio,WXB 2019,2018,Used,Automatic,Saloon,Hybrid,"1,500 cc","63,000 km"
"7,495,000",Honda,N-Box,2017,2017,Reconditioned,Automatic,MPV,Petrol,650 cc,"25,000 km"
"8,975,000",Mitsubishi,Montero,GLS V6,2001,Used,Tiptronic,SUV / 4x4,Petrol,"3,500 cc","120,000 km"
"12,500,000",Toyota,Raize,Z Grade,2020,Used,Automatic,SUV / 4x4,Petrol,"1,000 cc","11,000 km"
"2,975,000",Toyota,Corolla,111,1998,Used,Automatic,Saloon,Petrol,"1,350 cc","131,000 km"
"4,995,000",Nissan,X-Trail,-,2001,Used,Automatic,SUV / 4x4,Petrol,"1,990 cc","91,000 km"
"2,750,000",Toyota,Corolla,"CE110, XE Saloon",1997,Used,Automatic,Saloon,Diesel,"2,000 cc","175,000 km"
"10,850,000",Honda,Vezel,Sensing,2017,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc","70,000 km"
"14,890,000",Honda,Civic,Sedan TECH 1500cc,2018,Used,Automatic,Saloon,Petrol,"1,500 cc","32,000 km"
"6,380,000",Toyota,Aqua,G Grade,2012,Used,Automatic,Saloon,Hybrid,"1,500 cc","88,000 km"
"19,200,000",Toyota,Land Cruiser Prado,Toyota,2008,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","145,000 km"
"5,675,000",Suzuki,Wagon R,Stingray ..,2018,Used,Automatic,Hatchback,Hybrid,650 cc,"52,000 km"
"29,500,000",Toyota,Hilux,Rocco,2020,Reconditioned,Automatic,SUV / 4x4,Diesel,"2,800 cc","8,000 km"
"6,300,000",Suzuki,Wagon R,Stingray,2018,Used,Automatic,Hatchback,Petrol,650 cc,"37,000 km"
"3,225,000",Daihatsu,Other Model,Max Full Option,2003,Used,Automatic,Hatchback,Petrol,650 cc,"126,000 km"
"5,680,000",Honda,Fit,GP 4  Hybrid,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc","95,500 km"
"35,250,000",Mercedes Benz,E350,AMG Premium Plus,2017,Used,Tiptronic,Saloon,Petrol,"2,000 cc","20,000 km"
"22,000,000",Toyota,Land Cruiser Sahara,LC105,2005,Used,Manual,SUV / 4x4,Diesel,"4,200 cc","136,000 km"
"7,350,000",Toyota,Hilux,DOUBLE CAB 4WHEEL,2007,Used,Manual,SUV / 4x4,Diesel,"2,500 cc","149,000 km"
"7,000,000",Honda,Fit,GP5 S,2014,Used,Tiptronic,Hatchback,Petrol,"1,500 cc","92,000 km"
"7,850,000",Mercedes Benz,E240,V6 Elegance W211,2004,Used,Tiptronic,Saloon,Petrol,"2,600 cc","134,500 km"
"4,500,000",Toyota,Other Model,Dolphin Grand cabin,1998,Used,Automatic,MPV,Diesel,"2,980 cc","297,805 km"
"2,950,000",Renault,Other Model,Megane,2007,Used,Automatic,Hatchback,Petrol,"1,600 cc","76,000 km"
"28,000,000",Mercedes Benz,C180,Cabriolet,2017,Used,Tiptronic,Convertible,Petrol,"1,600 cc","57,000 km"
"7,490,000",Ssang Yong,Korando,2015,2015,Used,Automatic,SUV / 4x4,Diesel,"2,000 cc","85,000 km"
"35,500,000",Mercedes Benz,E350,e AMG Premium +,2017,Used,Tiptronic,Saloon,Petrol,"2,000 cc","20,000 km"
"11,450,000",BMW,X1,S Drive Diesel,2011,Used,Automatic,Hatchback,Diesel,"2,000 cc","112,000 km"
"2,350,000",Maruti Suzuki,Alto,Sport,2012,Used,Manual,Hatchback,Petrol,800 cc,"51,000 km"
"17,650,000",Toyota,Hilux,Sr5,2016,Used,Manual,SUV / 4x4,Diesel,"2,500 cc","72,500 km"
"8,350,000",Toyota,Premio,Push Start,2008,Used,Automatic,Saloon,Petrol,"1,500 cc","134,000 km"
"3,850,000",Nissan,Sunny,N17  EX Saloon,2007,Used,Automatic,Saloon,Petrol,"1,300 cc","139,000 km"
"9,625,000",Toyota,Premio,F Grade,2013,Used,Automatic,Saloon,Petrol,"1,500 cc","81,000 km"
"10,250,000",Toyota,Axio,WXB Package,2018,Used,Automatic,Saloon,Hybrid,"1,500 cc","45,939 km"
"4,950,000",Mitsubishi,eK Wagon,Auto,2017,Used,Automatic,Hatchback,Petrol,650 cc,"45,000 km"
"14,200,000",Mitsubishi,Montero,Sport,2011,Used,Tiptronic,SUV / 4x4,Diesel,"2,500 cc","174,000 km"
"490,000",Nissan,Sunny,B310,1978,Used,Manual,Saloon,Petrol,"1,400 cc","361,200 km"
"28,600,000",Land Rover,Discovery,HSE Limited Edition,2013,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","143,000 km"
"7,650,000",Toyota,Prius,G sport,2013,Used,Automatic,Saloon,Hybrid,"1,790 cc","132,000 km"
"21,500,000",Land Rover,Discovery,4 Diesel,2010,Used,Tiptronic,SUV / 4x4,Diesel,"3,000 cc","99,000 km"
"7,050,000",Nissan,X-Trail,2006 New Body,2006,Used,Automatic,SUV / 4x4,Petrol,"2,500 cc","125,000 km"
"3,250,000",Nissan,Cefiro,2000,2000,Used,Automatic,Saloon,Petrol,"1,998 cc","160,000 km"
"8,150,000",Honda,Grace,EX Package,2015,Used,Automatic,Saloon,Hybrid,"1,500 cc","84,000 km"
"6,075,000",Toyota,Aqua,2013 Beige Interior,2013,Used,Automatic,Saloon,Petrol,"1,500 cc","78,000 km"
"16,900,000",Toyota,Premio,G-Superior,2017,Used,Automatic,Saloon,Petrol,"1,490 cc","67,100 km"
"6,075,000",Toyota,Corolla,141,2007,Used,Automatic,Saloon,Petrol,"1,500 cc","88,000 km"
"2,985,000",Suzuki,Liana,Full Option japan,2004,Used,Manual,Saloon,Petrol,"1,600 cc","150,000 km"
"7,000,000",Toyota,Aqua,Car,2017,Used,Automatic,Hatchback,Hybrid,"1,490 cc","41,900 km"
"895,000",Nissan,Other Model,B 11,1983,Used,Manual,Saloon,Petrol,"1,450 cc","223,999 km"
"5,550,000",Toyota,Wigo,2017,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","38,500 km"
"1,350,000",Nissan,Sunny,Nissan Trad Sunny,1989,Used,Manual,Saloon,Petrol,"1,500 cc","200,000 km"
"14,000,000",Toyota,Axio,WXB-Facelift,2019,Used,Automatic,Saloon,Hybrid,"1,490 cc","31,400 km"
"9,675,000",Toyota,Axio,Non Hybrid,2016,Reconditioned,Automatic,Saloon,Petrol,"1,400 cc","28,000 km"
"4,995,000",Suzuki,Grand Vitara,Suzuki,2005,Used,Manual,SUV / 4x4,Petrol,"2,000 cc","100,000 km"
"2,695,000",Micro,Panda,Panda,2017,Used,Manual,Hatchback,Petrol,"1,000 cc","12,000 km"
